id,title,authors,pub_date,venue,volume,issue,page,type,publisher,editor
tmp:gesis-ssoar-92472_ref-145_block-1982106,,"Koolhaas, Rem; XL, S M L; York, New",1995,,,,,,,
tmp:gesis-ssoar-92472_ref-146_block-1637840,"The normative question""","Korsgaard, Christine",1996,"von Onora O'Neill), The Sources of Normativity",,,7-48,book chapter,,"dies, ; "
doi:10.1017/cbo9780511554476.002,"Excellence and obligation. a very concise history of western metaphysics 387 BC to 1887 AD""","Korsgaard, Christine M., ""Prologue., ",1996,"von Onora O'Neill), The Sources of Normativity",,,1-6,book chapter,,"dies, ; "
doi:10.1007/978-3-663-09639-9_3,"Urbanität und gesellschaftliche Integration""","Krämer-Badoni, Thomas",2002,Opladen,,,47-61,journal article,,"kow, Bu; Wolf-Dietrich/Yildiz, Erol"
tmp:gesis-ssoar-92472_ref-149_block-1933726,"Utopie und Ideal -in Stadtutopie und Idealstadt""","Krau, Ingrid",2006,Architektur wie sie im Buche steht. Fiktive Bauten und Städte in der Literatur,,,75-82,book chapter,,"Nerdinger, Winfred"
tmp:gesis-ssoar-92472_ref-150_block-1933727,"Ökologische Ethik I: Grundlagen und Grundbegriffe""","Krebs, Angelika",2005,Angewandte Ethik. Die Bereichsethiken und ihre theoretische Fundierung. Ein Handbuch,,,346-385,book chapter,,"da-Rümelin, Ni; Julian, "
doi:10.1215/03335372-21-2-293,"Merely Telling Stories? Narrative and Knowledge in the Human Sciences""","Kreiswirth, Martin",2000,Poetics Today,21,2,293-318,journal article,,
tmp:gesis-ssoar-92472_ref-152_block-1010525,Léon,"Krier, ",1983,,,,,,,
tmp:gesis-ssoar-92472_ref-153_block-1159869,Urban Space,"Krier, Rob",1979,,,,,,,
tmp:gesis-ssoar-92472_ref-154_block-1496246,A Factor of Evolution,"Kropotkin, Peter; Aid, Mutual",2009,,,,,,,
tmp:gesis-ssoar-92472_ref-155_block-1637841,Ursprung und Entwicklung der Sitten,"Kropotkin, Peter; Ethik, ",1976,,,,,book,EA,
doi:10.1111/j.0268-1064.2004.00265.x,"On Not Expecting Too Much from Narrative""","Lamarque, Peter",2004,Mind & Language,19,4,393-408,journal article,,
doi:10.1080/07293682.2006.9982528,The Art of City-Making,"Landry, Charles",2006,,,,,,,
doi:10.1007/978-3-663-09639-9_4,Mythos europäische Stadt -Fallstricke aktueller Rettungsversu- che,"Lanz, Stephan",2002,Opladen,,,63-77,journal article,,"Bukow, Wolf Dietrich Yildiz; Erol, "
tmp:gesis-ssoar-92472_ref-159_block-1637830,"Der Modulor, Stuttgart 1953; ders., Der Modulor 2, Stuttgart 1958","Corbusier, Le",1942,,,,,,,
openalex:W2105122050,"Éléments d'une doctrine d'urbanisme pour l'équipement de la civilisation machiniste, Paris et al","Corbusier, Le; Ville Radieuse, ",1964,,,,,,,
tmp:gesis-ssoar-92472_ref-161_block-1872550,,"Corbusier, Le; Städtebau, Stuttgart",1979,,,,,,,
tmp:gesis-ssoar-92472_ref-162_block-1375750,Purism,"Corbusier/Ozenfant, Le",1920,Modern Artists on Art,,4,369-386,journal article,,"Herbert, Robert; nd, "
doi:10.1038/nature10190,"City Living and urban upbringing affect neural so- cial stress processing in humans""","Lederbogen, Florian; ",,Nature,23,6,498-501,journal article,,
tmp:gesis-ssoar-92472_ref-164_block-1246105,"A Physicist Solves the City""","Lehrer, Jonah",2010,,,,,,,
tmp:gesis-ssoar-92472_ref-165_block-1637842,"Über den verlorenen Zusammenhang von Stadt und Stadt-Gesellschaft""","Leipprand, Eckehard",2000,Tübingen,,,,journal article,,
tmp:gesis-ssoar-92472_ref-166_block-2028520,"Einleitung zur deutschen Ausgabe der ‚Theorie der vier Bewe- gungen' von Charles Fourier""","Lenk, Elisabeth",1966,"Charles Fourier, Theorie der vier Bewe- gungen und der allgemeinen Bestimmungen",,,,book chapter,,"Theodor W, "
openalex:W371556826,Weltgeschichte und Heilsgeschehen. Die theologischen Vorausset- zungen der Geschichtsphilosophie,"Löwith, Karl",1983,,,,,,,
sowiport:gesis-solis-00083697,Das postmoderne Wissen,"Lyotard, Jean François",1999,,,,,,,
dnb:DE-599-DNB987386484-OCoLC-244019109-08-A26-0146,Eco-Ethics and Contemporary Philosophical Reflection,"MacCormick, Peter",2008,The Technological Conjuncture and Modern Rationality,,,,book chapter,,
tmp:gesis-ssoar-92472_ref-170_block-2028521,"The Virtues, the Unity of a Human Life, and the Concept of a Tradition""","MacIntyre, Alasdair",2001,"Memory, Identity, Community. The Idea of Narrative in the Human Sciences, Albany/NY",,,241-264,book chapter,,"Hinchman, Lewis Hinchman; K, Sandra"
doi:10.1017/cbo9780511819797.002,"Epistemological crises, dramatic narrative, and the philos- ophy of science""","MacIntyre, Alasdair",1980,"Paradigms and Revolutions: Ap- plications and Appraisals of Thomas Kuhn's Philosophy of Science, Notre Dame/Indiana",,,54-74,book chapter,,"Gutting, Gary"
tmp:gesis-ssoar-92472_ref-172_block-2028522,,"Manderscheidt, Katharina; Milieu, Urbanität; Raum, Wiesbaden",2004,,,,,,,
doi:10.14361/9783839410967,Die neoliberale Stadt,"Mattissek, Annika",2008,,,,,book,Diskursive Repräsentationen im Stadtmarketing deutscher Großstädte,
tmp:gesis-ssoar-92472_ref-174_block-1719141,"Storytelling in Economics""","McCloskey, Donald",1990,Narrative in Culture: The Uses of Storytelling in the Sciences,,,5-22,book chapter,,"Nash, Christopher"
openalex:W607804394,Blue Planet. Die Geschichte der Umwelt im 20,"McNeill, John",,,,,,,,
doi:10.2307/631180,"Die Entstehung des Politischen bei den Griechen, Frankfurt a.M","Meier, Christian",1983,,,,,,,
doi:10.2307/20719940,Urban utopias: the built and social architecture of alternative settlements,"Miles, Malcolm",2008,,,,,,,
tmp:gesis-ssoar-92472_ref-178_block-1804688,,"Mink, Louis",1987,Historical Understanding,,,,journal article,,
openalex:W1553629223,"Die Unwirtlichkeit unserer Städte. Anstiftung zum Un- frieden, Frankfurt a","Mitscherlich, Alexander",1965,M,,,,journal article,,
tmp:gesis-ssoar-92472_ref-180_block-1375755,"Lebensformen""","Mittelstädt, Gerhard",1980,Historisches Wörterbuch der Philosophie,,,118-119,book chapter,,"Ritter, Joachim Gründer; Karlfried, "
doi:10.5860/choice.31-0876,"Plato's Conception of Appearance and Reality in Ontology, Epistemology, and Ethics, and its Modern Echoes, Ox- ford/Cambridge, MA","Moravcsik, Julius; Plato, ; Platonism, ",1992,,,,,,,
doi:10.1017/ccol0521839637.009,"The Utopian Character of Plato's Ideal City""","Morrison, Donald",2007,Cambridge Companion to Plato's Republic,,,232-255,book chapter,,"Ferrari, G R F"
tmp:gesis-ssoar-92472_ref-183_block-1872551,Ein wahrhaft goldenes Büchlein von der besten Staatsverfas- sung und von der neuen Insel Utopia nicht minder heilsam als kurzweilig zu lesen,"Morus, Thomas",,Stuttgart 2003 [EA Löwen 1516,,,,book chapter,,
tmp:gesis-ssoar-92472_ref-184_block-1246106,"Anthropologie""","Müller, Jörn",2009,Platon- Handbuch,,,191-199,book chapter,Leben -Werk -Wirkung,"Horn, Christoph; "
doi:10.1515/9783035602753.29,"Lorenzettis Erzählung vom ‚Guten Regiment' und die Diffe- renz von Ort und Raum""","Müller, Michael",,,,,,,,
doi:10.1515/9783035602753.64,"Die ausgestellte Stadt. Zur Differenz von Ort und Raum, bauwelt fundamente 133","Müller, Michael Dröge; Franz, ",2005,,,,,,,
doi:10.2307/991687,"The CIAM discourse on urbanism 1928-1960, Cam- bridge/MA u.a","Mumford, Eric Paul",2000,,,,,,,
sowiport:csa-sa-66B9622,"Utopia, City, and Machine""","Mumford, Lewis",1965,Daedalus,94,2,271-292,journal article,,
doi:10.2307/1846267,"The City in History. Its Origins, Its Transformations, and Its Prospects","Mumford, Lewis",1961,,,,,,,
doi:10.2307/2142639,The Story of Utopias,"Mumford, Lewis",1923,Ideal Commonwealths and Social Myths,,,,book chapter,,
tmp:gesis-ssoar-92472_ref-191_block-1933728,"Making a Discovery: Narratives of Split Genes""","Myers, Greg",1990,Narrative in Culture: The Uses of Storytelling in the Sciences,,,103-127,book chapter,,"Nash, Chris topher"
sowiport:gesis-solis-00376481,Demokratie und Wahrheit,"Nida-Rümelin, Julian",2006,,,,,,,
dnb:DE-599-DNB96288393X-OCoLC-722630755,"Zukunft Stadt"", in: Demographischer Wandel in Biele- feld, Heft 4: Zukunft findet Stadt -Stadt findet Zukunft","Nida-Rümelin, Julian",2007,,,,8-16,,,
tmp:gesis-ssoar-92472_ref-194_block-2028523,Die europäische Stadt: Utopie -Urbanität -Metropole. Philosophische und politische Perspektiven,"Nida-Rümelin, Julian",2008,Metropolregionen. Neue Dimensionen der Europäischen Stadt? Almanach 2007/2008 der Deutschen Akademie für Städtebau und Landesplanung,,,28-37,book chapter,,
tmp:gesis-ssoar-92472_ref-195_block-1719142,"Humanismus"", in: Ganten, Detlev et al., Was ist der Mensch?","Nida-Rümelin, Julian",2008,New York/Berlin,,,11-18,journal article,,
tmp:gesis-ssoar-92472_ref-196_block-1637843,"Normatives Orientierungswissen""","Nida-Rümelin, Julian",2009,"in: ders., Philosophie und Lebensform, Frankfurt a.M",,,,book chapter,,
tmp:gesis-ssoar-92472_ref-197_block-2048801,"Zur Logik ökonomischen und politischen Handelns""","Nida-Rümelin, Julian; Nida-Rümelin, S; Julian, ",2009,"in: ders., Philosophie und Lebensform, Frankfurt a.M",,,,journal article,Nida-Rümelin,
econbiz:10012344325,"The Revolution in the Mind and Practice of The Human Race; or, the coming change from irrationality to rationality","Owen, Robert",1849,,,,,,,
tmp:gesis-ssoar-92472_ref-199_block-1496247,"Gemeinsinn und Verantwortung""","Özmen, Elif Nida Rümelin; Julian, ",2005,,,,24-30,book,Kre,
tmp:gesis-ssoar-92472_ref-200_block-1719143,"Greenwash: The dream of the first eco-city was built on a fiction""","Peirce, Fred",2009,Guardian vom,,,,journal article,,
doi:10.1007/978-1-4020-8576-5_12,"Value-Mistaken and Virtue-Mistaken Norms""","Pettit, Philip",2008,Political Legitimation without Morality?,,,139-156,book chapter,,"Kühnelt, Jörg"
doi:10.1111/j.0435-3684.2002.00126.x,"In defense of utopian urbanism: imagining cities after the ‚end of utopia'""","Pinder, David",,Geografiska Annaler,84,,3-4,journal article,,
doi:10.5860/choice.30-0855,Modernism as a Philosophical Problem: On the Dissatisfac- tions of European High Culture,"Pippin, Robert",1991,,,,,,,
sowiport:fes-bib-690213,Sämtliche Werke,"Platon, Kleitophon; in, ders",2008,,,,,,,
sowiport:fes-bib-690213,Sämtliche Werke,"Platon, Politeia; in, ders",2008,,,,347,,,
tmp:gesis-ssoar-92472_ref-206_block-913324,"Sophistes, auf","Platon, ",,,347,,,,,
sowiport:fes-bib-690213,Sämtliche Werke,"Platon, Phaidros; in, ders",,,,,,,,
doi:10.1177/1473095207085665,"Foucaults Dispositif and the City""","Pløger, John",2008,,7,,51-70,book,Planning Theory,
doi:10.2307/2599760,Prophet of the poor: essays in hon- our of the two hundredth anniversary of his birth,"Pollard, Sidney; et.al., Robert Owen",1971,,,,,book,Reader,
openalex:W593101892,Stadt und Nation in Deutschland vom Mittelalter bis zur Gegenwart,"Ribhegge, Wilhelm",2002,,,,,book,Münster,
openalex:W572428204,Le Corbusier and the Concept of Self,"Richards, Simon",2003,,,,,,,
tmp:gesis-ssoar-92472_ref-212_block-1010526,"Probleme einer Utopie in der Moderne""","Richter, Dirk, ""Zivilgesellschaft., ",1996,M,,,170-208,journal article,,"ckelpasch, Ei; Rolf/Nassehi, Armin"
sowiport:fes-bib-381298,Historisches Wörterbuch der Philosophie,"Ritter, Joachim; ",,,,,,,,
tmp:gesis-ssoar-92472_ref-214_block-1982107,"Charles Fourier: Proto-Red-Green""","Roelofs, Joan",1996,"Minding Nature: The Philosophers of Ecology, New York/London",,,43-58,book chapter,,"Macauley, David"
tmp:gesis-ssoar-92472_ref-215_block-1637844,"Ironie und Solidarität, Frankfurt a.M","Rorty, Richard; Kontingenz, ",1989,,,,,,,
tmp:gesis-ssoar-92472_ref-216_block-1637845,Die Architektur der Stadt,"Rossi, Aldo",,"Skizze zu einer grundlegenden Theorie des Urbanen, Düsseldorf 1973 [ital. EA 1966",,,,book chapter,,
tmp:gesis-ssoar-92472_ref-217_block-1982108,Towards a Political Philosophy of Sci- ence,"Rouse, Joseph; Knowledge, ; Power, ",1987,,,,,,,
doi:10.1016/0039-3681(91)90018-n,"Philosophy of Science and the Persistent Narratives of Moderni- ty""","Rouse, Joseph",1991,Studies in History and Philosophy of Science,22,1,141-162,journal article,,
tmp:gesis-ssoar-92472_ref-219_block-1804689,,"Rouse, Joseph",1996,Engaging Science,,,,journal article,,
doi:10.1177/0048393106296542,"Social Practices and Normativity""","Rouse, Joseph",2007,Philosophy of Social Sci- ences,37,1,46-56,journal article,,
tmp:gesis-ssoar-92472_ref-221_block-1804690,Die Architektur Utopias,"Rowe, Colin",1998,"in: ders., Die Mathematik der idealen Villa und andere Essays, Basel u.a",,,209-226,book chapter,,
tmp:gesis-ssoar-92472_ref-222_block-1010527,Fred,"Rowe, Colin Koetter",1997,,,,,book,Collage City,
openalex:W2207944628,Zur Soziologie eines Wirkungsgefüges am Beispiel von (Un)Sicherheiten im öffentlichen Raum,"Ruhne, Renate; Geschlecht, Raum Macht",2003,,,,,,,
tmp:gesis-ssoar-92472_ref-224_block-1637846,History of Western Philosophy and its Connection with Politi- cal and Social Circumstances from the Earliest Times to the Present Day,"Russell, Bertrand",1991,,,,,,,
tmp:gesis-ssoar-92472_ref-225_block-1872552,"Wie zukunftsfähig ist der klassische Utopiebegriff?""","Saage, Richard",2006,Utopisches Denken im historischen Prozess. Materialien zur Utopie- forschung,,,,book chapter,,"ders, "
dnb:DE-599-DNB959711171-OCoLC-247820090-01-A09-0160,Politische Utopien der Neuzeit,"Saage, Richard",2000,,,,,,,
openalex:W597011738,"Vertragsdenken und Utopie. Studien zur politischen Theorie und zur Sozialphilosophie der frühen Neuzeit, Frankfurt a.M","Saage, Richard",1989,,,,,,,
openalex:W3217230568,Communicative Planners as Naïve Mandarins of the Neo-Liberal State?,"Sager, Tore",2005,European Journal of Spatial Development,,,,journal article,,
tmp:gesis-ssoar-92472_ref-229_block-1637847,"Urbanität"", in: Deutscher Städtetag (Hgg.): Erneuerung unserer Städte","Salin, Edgar",1960,,,,,,,
openalex:W5018059,Was ist Natur? Klassische Texte zur Naturphiloso- phie,,1996,,,,,,,"Schiemann, Gregor"
openalex:W372768840,"Natur -Kultur und ihr anderes""","Schiemann, Gregor",2004,Handbuch der Kulturwissenschaften. Grund- lagen und Schlüsselbegriffe,,,60-75,book chapter,,"Jaeger, Fried rich Liebsch; Burkhard, "
doi:10.1007/978-3-322-95367-4_19,"Zivile Urbanität. Von der großen Erzählung zum Wechselspiel kleiner Erzählungen""","Schmals, Klaus",,,,,,,,
dnb:DE-599-DNB850531225-OCoLC-720900852-85-H07-0020,Kritik der reinen Utopie. Eine sozialphilosophische Untersu- chung,"Schmidt, Burghart",1988,,,,,,,
doi:10.1007/978-3-476-00328-7,Die Moderne und Platon,"Schmitt, Arbogast",2008,,,,,book,"Zwei Grundformen europäischer Rationalität, Stuttgart",
tmp:gesis-ssoar-92472_ref-235_block-1804691,,"Schofield, Malcolm; Plato, Oxford",2006,,,,,,,
doi:10.5860/choice.37-2102,Saving the City: Philosopher-Kings and other classical paradigms,"Schofield, Malcolm",1999,,,,,,,
doi:10.1163/156916491x00071,"Interpretation, Narrative, and Rationality""","Schrag, Calvin",1991,Research in Phenomenology,21,1,98-115,journal article,,
doi:10.5860/choice.36-1224,"How Certain Schemes to Improve the Hu- man Condition Have Failed, New Haven/London","Scott, James; State, Seeing Like",1998,,,,,,,
sowiport:wzb-bib-99002,The Uses of Disorder,"Sennett, Richard",1970,,,,,book,Personal Identity and City Life,
openalex:W1540352263,Verfall und Ende des öffentlichen Lebens,"Sennett, Richard",,,,,,,,
tmp:gesis-ssoar-92472_ref-241_block-1804692,"What is the Use of Utopia?""","Shklar, Judith",1994,"Postmodern Utopia and the Body Politic, Ann Arbor",,,40-57,book chapter,,"Siebers, Tobin; Heterotopia, "
tmp:gesis-ssoar-92472_ref-242_block-1010528,"Vorwort""","Siebel, Walter",1987,,,,,book,"Peter Saunders, Soziologie der Stadt",
sowiport:gesis-solis-00232968,"Zwischen Ort und Welt, Raum und Zeit","Sieverts, Thomas; Zwischenstadt, ",1997,,,,,book,Stadt und Land,
tmp:gesis-ssoar-92472_ref-244_block-1719144,"Die Großstädte und das Geistesleben""","Simmel, Georg",1995,"in: ders., Aufsätze und Abhandlungen 1901-1908",,,,book chapter,,
tmp:gesis-ssoar-92472_ref-245_block-1804693,"Venedig"", in: Das Kunstwart. Halbmonatsschau über Dich- tung, Theater, Musik, bildende und angewandte Künste, hrsg","Simmel, Georg",1907,von Ferdinand Avenarius,20,,299-303,journal article,,
tmp:gesis-ssoar-92472_ref-246_block-1496248,"Philosophical Problems for Environmentalism""","Sober, Elliott",2002,Environmental Ethics,,,,book chapter,"What Really Matters, What Really Works","Schmidtz, David Willott; Elizabeth, "
doi:10.1111/j.1468-2303.2008.00434.x,"Reasons, Generalizations, Empathy, and Narratives: The Epistemic Structure of Action Explanation""","Stueber, Karsten",2008,History and Theory 47,,,,book chapter,,
tmp:gesis-ssoar-92472_ref-248_block-1375756,,,1992,,,,,book,Kultur und Natur,"Svilar, Maja"
tmp:gesis-ssoar-92472_ref-249_block-2028524,,"Tarkian, Tatjana; Moral, Normativität; Wahrheit, Paderborn",2009,,,,,,,
doi:10.1017/s0265052507070148,"Nomos and Physis in Democritus and Plato""","Taylor, C C W",2007,Social Phi- losophy and Policy,24,2,1-20,journal article,,
doi:10.1017/s0008423904420216,"Modern Social Imaginaries, Durham/London","Taylor, Charles",2004,,,,,,,
tmp:gesis-ssoar-92472_ref-252_block-1872553,"Naturschutz zwischen Mythos und Utopie""","Theobald, Werner",2007,"Utopie heute II. Zur aktuellen Bedeutung, Funktion und Kritik des utopischen Denkens und Vorstellens. 23. und 24. Kolloquium (2005 und 2006) der Schweizerischen Akademie der Geistes-und Sozialwissenschaf- ten",,,105-151,book chapter,,"Liver, Beat Sitter"
tmp:gesis-ssoar-92472_ref-253_block-1637848,"Experimental Geography. Radical Approaches to Landscape, Cartography, and Urbanism","Thompson, Nato",2009,,,,,,,
openalex:W1542368892,"Die unerkannten Aufgaben der Moderne, Frank- furt a.M","Toulmin, Stephen; Kosmopolis, ",1991,,,,,,,
tmp:gesis-ssoar-92472_ref-255_block-2028525,"Turner, Stephen, The social theory of practices, Chicago 1994. United Nations Human Settlement Programme, Enhancing Urban Safety and Se- curity","Turner, Paul Venable; Le Corbusier, The Education; York/London, New",1977,,,,,report,,
dnb:DE-599-DNB984515615-OCoLC-180747465-07-A30-1072,Architektur und Harmonie,"Naredi-Rainer, ; Paul, ",1982,"Zahl, Maß und Proportion in der abendländischen Baukunst",,,,book chapter,,
doi:10.1017/cbo9780511482687,"Aiming at Virtue in Plato, Cambridge u.a","Vasiliou, Iakovos",2008,,,,,,,
sowiport:ubk-opac-LY000215905,Europäische Stadtutopien,"Vercelloni, Virgilio",1994,,,,,book,Ein historischer Atlas,
tmp:gesis-ssoar-92472_ref-259_block-47058,The Architectural Uncanny,"Vidler, Anthony",1992,,,,,,,
tmp:gesis-ssoar-92472_ref-260_block-1496249,"Überlebensbedingungen in der Katastro- phe, Frankfurt a.M","Borries, ; Friedrich, Klimakapseln",2010,,,,,,,
openalex:W576851594,Ökologische Ethik. Zur Rechtfertigung menschlichen Verhaltens gegenüber der Natur,"Pfordten, ; Dietmar, ",1996,,,,,,,
doi:10.1111/j.1468-0467.2009.00303.x,"Does diversity in urban space enhance intergroup contact and tolerance?"", in: Geografiska Annaler: Series B","Wessel, Terje",,Human Geography,91,1,5-17,journal article,,
